reviewerID,reviewText
A4S0944WECL61,"Great value for only  Great value  Get  for  at places you may normally eat  I like this gift card because not only did I save  but I got to choose from Chilis Maggianos On the Border or Macaroni Grill  We do have all of them where I live so I used some at Chilis and finished it at Maggianos  YUM Getting a gift card for  instead of  is awesome  We go to Red Robin about once or twice a month so saving  is like getting our drinks for free  I like having the gift card so that we enjoy going to eat and not worrying about the bill  It is also a great gift idea for someone and you save  in the process  Win Win  for  is a great deal  Take advantage of the lightning deals when you can   saves you on  or  meals here  Excellent value Received this gift card for  during a lightning deal  I know many people are down on Panda Express because it is not authentic Chinese food but I like the food and this gift card helps purchase some when my funds are a little low  I buy the gift cards and use them when we normally go or will use them when money is tight right before payday  The lightning deals are great and will save you between  and  depending on how much you spend Originally my first review was a  star disaster  I had to reschedule a ticket purchase and AMC sent the email to refund the money but the gift card kept showing  balance  Finally got that problem resolved
A few weeks went by and I receive an email from AMC  It says that not only was the amount spent on my credit card was refunded had to use my credit card due to no balance but the entire balance was returned to my AMC card  That is what a business should do when the customer is right and they are wrong  AMC regained my business and I have since returned to AMC to see a movie  Thank you AMC I like getting the lightning deals for gift cards on Amazon  Getting a  card for  is always cool especially if I normally use it or shop there anyway  I bought this to use when we go to the movies and getting  free more than compensates for the extra  dollar charge for each ticket  I like getting my ticket before going to the theater since it avoids the line of getting a ticket and since so many theaters now have reserved seating it is almost becoming mandatory  If you are running late having your ticket already is a life saver  The eticket is nice because I often place gift cards in drawers or weird places and have to go find them  I can access this ticket on my phone or a computer  How convenient Amazon cards are always awesome to give or receive  The tin is nice and makes it a nice touch when you give it to someone  The free tin saves you a few bucks to make a better presentation"
A4SDMRZO6CDUS,I wanted to say that it was so easy to place this order and it arrived on time The gift wrapping looked great and the person I gave the gift to loved it Thank you for the great customer service and I will definitely use Amazon again
A4SPPOE9HOMTA,Got my gift cards in less than  hours with Christmas card and envelope
A4SQUPAIKWOGI,Came an hour later but very useful
A4SXWAK9P6G63,Great and convenient way to send a gift to a friend or family member to enjoy a meal and some fellowship
A4ZQZP41D95JO,Its a gift card  not much to it  Nice that they actually include a real card with it for various occasions even if the card is very plain and utterly uninspired or uninspiring and doesnt have anything clever poetic or humorous to say  Hey maybe amazon could partner with Hallmark and save the physical trading card industry  Oh well  Probably not going to happen  It would also be awesome if amazon prime still packed small items in boxes like they used to and apparently still do for gift card orders as excessively overthetop as that is  Getting tired of so many of the Blurays we buy arriving with cracked cases and smashed slipcovers  Its usually nothing severe enough to send back which just makes it all the more frustrating Pretty awesome that amazon has a gift card option that includes a nice tin like this without charging extra  It really dresses up the card for actual gifting as if youre giving a more premium present than just a simple giftcard  If only theyd eliminate the window cutout in the back itd be even better  Im not usually one for taking the easy way out of Christmas shopping but sometimes its what they want or you just dont know the family member well enough to come up with a nice surprise for them  And when even their husband cant help you out with a gift idea  Ill definitely consider amazon GCs next time I need a little help
A52I97FM435W5,It was the perfect gift for my daughter who lives further away I would definitely buy again and recommend to anyone
A59YIQTBF0UY,Great to split up and give as gifts and keep one for yourself for movie night
A5E3QECRSELXR,I bought this gift card for someone that has the kindle so he can buy books to add to his kindle Who doesnt love an amazon gift card
A5E822XLFC9P2,They were so cute and my grandkids loved them They also enjoyed very muchspending them
A5F92Y2AR2W42,Son loved it  Great way for him to buy what he wants  Really like the Presentation they came in Daughterinlaw loved it  These are a GREAT way to give them something they will use
A5IBD3MQJX8RO,Awesome
A5LE41QOFYAVK,delivery speed
A5VCCH94WCE8Y,My girl friend loved her Birthday present
A5YLIIAJBZNAE,Delivered very fast  Great 
A61W1D5KKULGS,Amazong tryed to sneakily charge me an extra  when I purchased by stealthily signing me up for a service I did not want  Sleezy
A66ZJ8QVZRF7M,Great masculine or business gift packaging for enclosed gift card  Wish Amazon would offer a few more designs or colors in this style instead of all the kiddie designs
A6GP0XMKEAAZA,Thanks Alot
A6N9DB8BLNBTD,As expected no issues when redeeming either in store or online
A6UCW4PLVMYHD,Cute gift box for the card no wrapping required  Quick easy gift option
A71MA3D73Q21V,So easy to use Set up an account and just input the gift card number  A perfect gift card  Love it
A75Y5G3A9QD7M,just what i wanted for a gift
A76U7QR9EBPU8,Invalid code Smh rip off I was excited to get my card and the code would not work Yall need to fix this
A76VIFO5OQUU6,goodvery  I like it  nice friendly transactions as recorded during nightly processing Monday through Friday except holidays You can see how and why your balance changed over time and when a change
A77JR156WJ7D0,Well presented gift card card Easy to give and receive
A78G9X189DM27,Awesome gift
A7A285F6HHJHB,"I actually lost the packaging with the code to activate the card and gave it as a birthday gift
He is so excited to use the card I am desperately trying to find the code on the outside packaging
Once activated he will be a happy camper"
A7EU0RK6GS4HS,Great Gift for anyone who likes amazon
A7NTH3DY7VC2Z,Cute tin with gift card
A7YH1T9G62CHT,Received on time and as expected
A8A6LKIC2ZER8,great gift for birthday etc
A8BNV5IUBV3JM,Really pretty boxes and the Amazon gift cards were already inside They came in two days Amazons great
A8FOOR2PL9P6D,Gave this for a gift for my daughters birthday She loved it and its a great item for movie lovers and they can use it for food and drinks
A8MXBYY2YEJSU,Gotta love gift cards
A8PWWVIYX29PN,These make awesome gifts for Employees I love it that come with a card already attached and an envelope so easy to keep up with
A8ST2JWG2RVVD,Delivered on time the tins always make a great way to give the gift cards
A9155YQC2PLPJ,These are great The children loved the pop up
A9P4Q7KX35RS2,Arrived on time and looked nice Gave it as a present and it worked just fine  Nice
A9QSSKNHQEQE,Just as expected  I needed this for my high school student to occasionally get coffee with her friends Amazon was the way to go
A9TJ1ZSTUF9BV,It is a gift card for a graduate
AAC35KK4RLOTZ,Love having a gift card It makes getting the check so much easier Knowing that I can have the amount of money I want on it is a great plus
AAI12CYCRFF3R,It was a cute way to give a gift card to the grandchildren
AAN3KUINKDNTX,Nice and convenient
AAO3HB5GFT0IN,Gift card came relatively quick Nice card came with the gift card My father used it to buy a new watch that he lost using Amazoncom website
AAQUXPKKCQPJV,Grandchildren loved the gifts
AAQWQTDSVN0K6,Perfect  what else is better than an Amazon Gift Card
AAXYIODZXENW6,Kids loved it My daughterinlaw loved it
AB1LEFWBX50WI,The little box is so cute and very well made  I would do it again
AB8P5TG4JFK8F,So much nicer than a plain naked gift card for no extra cost
ABERMLN4HYB7,Works great Just what I expected Friend had on and I knew I just had to have one Save from having to constantly stir and monitor
ABFOOUTTTX31N,Came fast and card was nice Easy gift with a nice box
ABPRH1DLTRN9R,Got it the next day in the mailbox  Its As Easy As that and Its dinner for the Family  Burger King
ABTEV2DYRJ7FB,Whatever you do dont give the teddy bear water after midnight You dont want to know what happens But other than that he will be your best friend So cute and cuddly And he gives you a gift card which is nice
ABUE34M5E18X3,Great presentation Very sharp looking and who couldnt use an amazon gift card
ABUTRNPKJI0BS,Very nice presentation
AC5UF7TQWCGR5,Amazing
ACJ9DPCBRU0XM,"I love that it came already in a greeting card ready to go and with an envelope to fit All I had to do is sign it and go

thanks for that I love that these gifts are ready to gono presentation needed"
ACMDELK5R3UBM,Best gift card holderHANDS DOWN
ACMSO1Q9Y1K01,perfect gift when you dont know what to get
ACO2KDDYU56CH,very happy thank you
ACTSZ52HPQW94,As good as real money on Amazon
ACXC4XHOC7FF6,Cant go wrong with this
AD1EIZYQB3HIE,Whats not to like I made  people very happy at Christmas I havent heard what each one of them purchased but know all  like shopping on Amazon
AD9YJDGTQXRD6,Amazing site one of the best  amazon never fails This site is amazing  One of the best online  amazon never fails to dissapoint you like other sites
ADAOT2V574U52,I bought the Starbucks  Gift Card as a Christmas present for my niece She loves Starbucks and was thrilled to get the gift card
ADVS6UFJFZR5J,Made a great Christmas guft
ADXZLRK3UBB4U,Cute box  Great way to give a graduation gift card
AE4PE48Q2794I,"I bought these for my clients

These are very nice high quality cards and envelopes and the gift cards arrived very fast in a stiff mailer They were perfect except that the weight of the card and the giftcard came out to be exactly  ounces according to my scale Just be warned you will need an additional stamp to mail these I wonder how many people have sent them to friends and clients and had the envelope come back for incorrect postage

Just an FYI"
AECGF0VC40FD8,great order
AECPY1ZUGDGCE,It was all that I had hoped for
AEMLI40C3FIBW,Glad it came in before Christmas
AENXDI6BNDQ29,Loved the little box It was a hit at our Christmas unwrapping coming from a bunch of Amazon addicts I sense it will resurface again next year
AESSAGD958VCI,gift card did not work after purchase gave me an invalid number
AETAJOP7RS5F7,Arrived in great condition Very happy with it
AEWNAC13OYVG4,I wrote up a greeting card message with this and it never got delivered with the gift card So now the receiver was left wondering who sent it to him Disappointed
AEY8N06GXXMGC,I sent my grandsons this for an early Easter gift  But I am sure they will love this
AF5DE7E49647T,"Amazon made it easy for me to solve the the late Christmas present issue Knowing which restaurants  stores the prospective recipients favoured I sent  gift card per person
What I like best about amazon is that no fees were charged for electronic delivery
Compare to buying a gift certificate from a Mall or some outlets who charge up to "
AF7MWE9LG0ZM4,Loved it It arrived fast
AFAUZPVGEWM3M,Another gift for my wife Its like giving her keys to the Amazon Store
AFL5LLTIMF7GN,Fast service
AFMS4WHVTITC9,My baby likes so much
AG9B157JXL3K5,Worked in Canada no problem Loved it
AGQZ73LHHKVEP,Worked exactly as a gift card should  Coldstone is delicious  Please downgrade my rating to  stars if I die from heart disease
AGY7NWXQLC0QM,It was a birthday gift for my mother and she loves Amazon so win win
AGYK3SL34OBNA,Perfect gift in a beautiful perfect case for gift giving
AH3QI60CAEUCB,Email card quick way for a fast gift
AH9E7FV3X77QA,"I am very pleased with everything I have  purchased through Amazon

Thank you

Susan Garove"
AHO1UDBTY4IJV,Very cute design on the gift card Made a great gift for my brother
AI52VXW2YTVLG,Great looking package I gave it as a gift to my partner and he loved the snowflake packaging
AI5A3JH9J3HGA,Everyone likes them You cant go wrong
AI7CR9HPRTF6G,How else can a  gift card be rated
AI8JZQHT6BR70,It was adorable and well received
AIB8QIMDHE6DM,I use these every Christmas
AIDH0OC6W4PEB,Buyer beware My gift card had a   value
AINIEPWWUP9BY,Recipiants were very pleased
AIP1JDVZ9U8I,spent this already
AITWBVYPKKAD7,Got this as a gift
AIV9TGH5WU30E,We love shopping at whole foods
AIVVEQT9BCZC9,No funds in the card
AJ0V9QO545JBE,Gave it as a gift to my daughter in law She and her husband are big fans of Starbucks
AJ6ZLKH59DBXN,We had ordered a gift card and we had decided to get it wrappedcosting  The item arrived on time but the only drawback was that the wrapping was crinkled and we had to smoothen it out Hopefully next time the wrapping wont be crinkled Great product otherwise
AJ7U8SXZDM4KF,Made for a great gift
AJBL80QH7UHM,It wont allow me to buy the gift cards
AJH612SW85VH7,Quick and easy to deliver gift certificates by email at a date of my choice
AJOXOG4764OMU,Picked this up for a gift on a Lightning Deal  Paid  for a  gift cardwhats not to love  Great deal and would definitely purchase again if I have the opportunity
AJSFC0RJF7UOB,Thankful it was a success
AJTAHY2Z6FCJ,I felt like suprising somone but it was difficult to figure out what yo get him He loves receiving amazon stuff so the little box was amazing
AKBFGXDHZGBYY,Came timely but did not get the ones I ordered Got the standard gift cards disappointed to not get the holiday cards with Santa
AKM7YOI1O45YF,Is was extremely easy to use the email gift card I would definitely purchase the email gift card again
AKMEY1BSHSDG7,Kudos to Amazoncom for fast delivery beautiful card Its all good This was a gift for a college student in our family who lives on her own struggling to get by Shes reluctant to accept cash but I know she needs many things This is the best choice Books music millions of choices on Kindle snacks chicken soup socks Its all here She was soooo excited  really This was a very wellreceived gift for a young couple who go to Applebees a great deal Since they live hundreds of miles away I couldnt be there to take them out to lunch but this will achieve the same thing Im so grateful that Amazon had this available to ship because I dont live anywhere near this restaurant Excellent purchase I got this as a gift for a friend Since it was just what she wanted and I have no Buffalo Wild Wings anywhere near me I was super grateful to be able to get it delivered right to her door by Amazon Love it This was the perfect purchase for a family member He has lunch there almost every day during work so it was definitely the perfect gift Happily it was delivered right to his door by Amazon How can you go wrong with a Subway Gift Card We all love going there for an occasional lunch or quick dinner The food is not expensive can be very healthy if you choose carefully and the restaurant we go to is always tremendously clean So when a teen in our family asked for a gift card as a gift I had no problem with it Best of all it was delivered to her along with another gift from Amazon Love it
AL4P4GKKHOSYN,Gift for a friend LOVED it
AL9GCG7W788Q3,The card is gorgeous Cant wait to give out more
ALE2HZ8A8YY1C,A much appreciated gift
ALHV2MI6PSF9K,Quick ship Excellent for my elderly mother so her caregiver can buy groceries
ALOVZPXSIPK1Z,Fast delivery and was what I expected  I recommend this Amazon seller
ALOZX87TB4C7A,Nice gift  Everybody loves amazon Everybody loves amazon  Great gift idea
ALPW4AIY9NI9N,These are so useful for holidays and birthdays My favorite thing about these gift cards is their packaging I love the sparkly red and cute bow
ALRB5YHUIWZWE,An adorable tin It can be reused for other gifts
AMB3SAWHIF3TO,It was a gift card and it had the full amount of  on it so
AMD0ZC6W7K9FF,Good cafe with lots of nutritious and reasonably priced choices
AMMVI3UILVFA4,Quick email delivery just as expected Works like any other gift card if you like Captain Ds or know someone who does its great
AMMY1G5LWTL1K,I wish there was a way to put a photo on the physical gift card
AMMYHR6YKTF8V,The present was a hit with my friend  She is a frequent visitor to KW
AMMYKQ4NOWVWO,Cute little box and gift card design  Very attractive Really what can I say  it was a gift card But it came on time and was very attractive Like the little Christmas box very attractive  Cute way to present a gift card
AMP4JRUILXDE3,I bought it in the store and used it within  minutes
ANBM2H7QHBCQQ,money
ANEWSQA1B1ZM8,Received on time Family member was happy
ANKMHWISB2RUC,Id stretch this gift card to the limit  buy a paleo cookbook kitchen gadgets that will help make cooking fastier and easier and some small equipment for doing crossfit workouts at home  What a great idea for a giveaway
ANOYP4G55EE8P,Did not get notification that gift had been received
ANQPLV5ZZNAL1,The card and product are exactly as described in the description however the card arrived bend and creased I didnt stress it since it was going to a teenage boy but I would have been upset had it been going to someone else
ANVTGRHS0OD8U,Got sent the email with gift card right away but went to use the gift card and it said it wasnt valid Called Amazon and spoke with a woman who barley spoke a hint of English Finally after repeating my email a handful of times I finally received a gift card that worked
ANWXBDIAIXP6I,Gift cards are the best
ANZSDB6HWWUBB,The Texas Roadhouse great steaks
AOABIT38S7O0,This bear is super soft Great Xmas present for a loved one
AODJWPJLIFJNV,Just as described Love it
AOFM77GVSJW6I,perfect for the amazon lover
AOFSNCYPGKKO6,great value on lightning deal
AOIMCB6IQKEMW,this item was great for a gift  i recommend it to anybody that doenst know what to give as a present
AOOWY7IK2ZQH4,Just what I needed for my grandson
AOR1EWIXGGUEX,I was so happy to be able to send this card as a  last minute gift I  was unable to go to  the birthday at the last moment  so this was a perfect way to get my gift there on time I love this service
AP26H191SJUDA,Received the card as promised I wish Amazon could print the message on the card instead of sending separately on a plain paper Youre awesome Amazonians
AP36SYLNWM6Y9,Amazon gift cards ALWAYS make a great gift
APCVT68D32CZJ,Disappointed that my gift card was not included although the site indicated it would be a part of the order
APF8Z618CPDO6,Awesome Thanks 
APFRYOKZXHCSK,Sunday delivery was excellent BUT the birthday greeting I wrote was nonexistent nor was there any indication to the recipient that it was I who sent it  Not good  Recipient after checking with a few people finally called me long distance to ask if I had sent it  Amazon you need to do a better job at this  Again I applaud the free oneday delivery but that benefit was negated by the sloppy handling of the greeting I had written for the recipient
APPCZYK6RVQWG,Really cute little gift holders
APTXX57T0HVW2,nice little tin package
AQ2ZYFUAJCE1H,I did not receive one
AQ3TKQRZR3KXZ,Great product works well and I had no problems using it in the store Card came loaded and ready to use
AQ7RG7FCXMRUX,great for presents for grandson Great to send to grandkids and teens
AQ83ISLEEUERA,I like the comfortable seats
AQDLTNNPRLFZQ,The claim code on the back is covered with a tape that needs to be peeled off  When you peel if off it will take some of the numbers with it leaving the card worthless  This was a Christmas gift that cant be used  Still trying to straighten out the mess so they can use it
AQKFZHV3BIEA1,The gift card was received quickly and there were no issues at the restaurant Would recommend to someone and use again
AQPWN3CL31OX1,Very cute gift idea
AQRBK7XVLS18I,Who can argue with money
AQXL97N47Y8S4,Gave this as a gift to a friend who shops at Whole Foods regularly She really appreciated it
AQYDEKH8H1LXM,I love to give this along with a restaurant gift card to allow loved ones to experience dinner  a movie on my tab It was very much appreciated at Christmas
AR7X22WR227EI,The tag to put the card in was my favorite aspect really great design for the holidays
ARKW8BLQZVRPM,Gift card provided in a neat metal container Great for giving as a gift and no gift wrapping needed
ARQB72XVQQ8B3,Arrived the very next day just in time for Christmas as guaranteed by Amazon Comes in a cute gift box as well
ARQNUXXKT0986,QUICK AND EASY WAY TO SEND A GIFT
AS3EPW6FDPQUH,"I have been a loyal Amazon customer for many years  Until recently I have never had a really bad experience  This gift card was needlessly bad and I had to use it because it was too late to exchange it  Why should you need to worry about the quality of a card but I should have

The card arrived bent and dirty but with no sign on the outside of the package indicating a problem in the mail

I had also written a message for the inside of the card  I must have misunderstood but I expected the message to be printed on the card  It wasnt  Instead it was written on a seperate piece of paper with other information and included in the package  I am very glad I did not sent the package directly to the recipient  I will try to fix it as best I can  I wont use this service again"
AS6WIW3HZWT3U,Perfect for nieceHer mom got her a Kindle Fire for Christmas so this will help her to get started 
AS771QOGS5FX2,Love Amazon This is a cool little gift card box as well
ASBTZ5QWZNJXM,It was a gift card  This service is great for me I am home bound and I can get a gift card to give to those that go out of the way to help me  Thanks Amazon
ASM8XMOZCFWXO,Christmas gift for my Dad  He loved it Always a great gift  Arrived Quick
ASO4QNS57QWPN,Card as promised Bo problems using it
ASO5HPA8DD2J0,Its a gift card  Works as promised
ASYIV3T6MNOFC,So festive and nice  This is the gift we alll want to give and to receive  Shipping was fast
AT5XC2C2ACFYJ,I was soo suprised to recieve a gift card as a wrapped present how thoughtful no one just wants a card glued on a cardboard for a gift I even used the giftbox as an ornament on my tree for the memory Thank you soo much for being soo thoughtful to your customers I have my kindle too WOW AND YOU ALL ARE ALWAYS ON THE MONEY WHEN WE NEED HELP WITH ANYTHING Thanks again you have a great service as I tell everyone and will continue to send you customers  Stephenae
ATHZ3P2D8KXTI,Great product and company service
ATIVPKNLUZUE2,Easy and convenient way for reloadable Amazon gift card
ATQOPDJI6O62R,Quickly received no surprises Fast shipment and product was exactly as described  Would buy from again
ATR9TG8TTFWDY,Came in timely fashion  Was on the registry list Couple happy with this so they can purchase larger items on their registry list that they did not receive
ATT1JQR261DEX,Quick easy and fast
ATXPBFY59CAI5,I got this purchase on Prime day and I paid less than the face of the card  I like to take my granddaughters to Build a Bear so this is an extra nice gift card to buy them their own bear to make at the store  I am very happy with the gift card since we can personalize their bears so they can pick out the one they want instead of me getting one made for them
ATXPFEGVSMTWN,Made it so easy purchasing gift cards all at once
AU7I1H0DUB0S4,Amazon gift cards make great gifts  There is something for everyone on Amazon  I know I hope I get some for Christmas
AUGLDON9WKSE0,As described quick delivery
AUR1SB6FSSGLX,Purchased as a birthday gift for a young man who likes anything to do with computers and he likes to order from Amazon
AV3VA2URKLG3Z,So convenient purchased this as I was shopping in sephora and was able to use it right away Love it
AVAZV4D5VBTZ5,Very cute and well made
AVJ8Y2K7PY8RS,it arrived in a bubblewrap envelop it was damaged a little on the outside the box lid was not closing correctly i wish they could pack it in a little more safe way
AVL31BVHI4QXX,No savings but it is convenient Received in a few minutes
AVQTTNP8S8RHK,it was a wedding gift for a coworkerthey loved it these were for a few of our customers and they loved them
AVRPYFVM5RFKA,Arrived in one day and included gift card holder Couldnt be better
AVX2QCV19EA5U,It came in on time and the package was delightful
AW5D5ISXHWCDW,Nice design to give to someone
AWA173RWGJUPI,good product   fast service
AWFRA6BBXT1MV,"On a spur of a moment I decided to buy a gift card for a friend who I wont see until after Christmas My decision was mostly based on the promise of next day delivery And they promised to deliver even on a Sunday So I thought on Saturday morning oh I can still get it on Sunday and then take it to work on Monday morning and give it to her Sadly all of Sunday passed nobody rang my doorbell  the gift card was not delivered
Instead I received it a day late Monday evening in the mail box Sadly my friend is gone and will be back in January when I still can give her the card but still its not what I had planned"
AWJLZPC41YHL4,Great item and very fast shipping thanks
AWMLV7I2E49RM,Its a gift card for Boston Market  If you love Boston Market this card works for you Pretty much like other gift cards with a bar code etc
AWTL21WBSXBU6,No Problems reported it was a gift
AWWCTZCD7VEAH,This came in the mail quickly and works fine I do love going to Steak n Shake for a good burger  fries
AWWVDN3BMQWRV,Best present
AX0ZTNX6KVJ40,Came with Turbo Tax  A nice card and easy to upload
AXC2R8XOCIKM4,Was worth the price on prime day  Ruby Tuesday great chain restaurant Would def buy again if ever offered for discount
AXCYQE2QDCAK8,Gift card was perfect
AXDKLWB0OQ9YO,Great gift for my nieces and they were delivered as promised
AXPAIEE0732A9,"My father reads all the time prolly  novels a week  He reads when he travels on his breaks and at night before bed  We bought him a Kindle PaperWhite and he spends  dollars a month on ebooks  Now we buy him these gift cards so he can buy books on his Kindle

I really like how easy it was to buy this and it came in a cool box"
AXS7H0LU5ZKXD,a gift card my grandchildren always use
AXSOKPRTRAEQ,Bright colors
AY04DS9CPM1YH,Got it for my  yo nephew and he has smazon on his kindlehe loves ordering his own stuff and he is quickly learning the value and responsibility of having his own resources and its easier to keep track of
AY49FMI7J9GU6,they loved it
AY7TX210I8TGO,Gift cards are the best
AYBRG5QT0G1DD,Yes it was a Christmas gift for my son He wanted an aquarium this will get him started Nice Valentines Day gift along with other gift cards
AYCCVY2W4DD88,Colorful tin better than a paper gift card holder
AYIU8KKZ6VOLU,This was a Christmas gift for my grand daughter who LOVED it Justice is the shopping store for all her age group where we live and she was thrilled to get this for a gift Great gift cards for coffee lovers These make the best stocking stuffers and office gifts
AYKFK45CXTB4L,Excellent gift idea
AYKYUPQS6EWWK,looks nice not just a card makes a nicer gift
AYLKE8ING4FY9,I hope nobody else goes through the horrible experience at Amazomcom What a hassle I received a Burger King gift card that was demagnetized I tried to use it and their was such a hassle The Burger King cashier tried to use it in  different cash registers and had no success Although the total for  dollars appeared the card would not go through And this item is not eligible for return I wasted  dollars at At Amazoncom
AYZUNZJCL19U0,Eh
AZ3KOG8Y2DU47,very happy with the gift card  Liked the idea of the gift box also
AZ8DY7RX4SPNL,MY SON USE IT
AZBU39948FEUP,Fast shipping Great place to eat Yum
AZD1RD9WHOVKI,Received it really fast Loved that it came with a card and envelope Totally would order this item again Great buy anytime
AZDRC875JCYA8,This was a perfect gift for Easter
AZHK1M5LI4Y50,Too old to tramp around stores gift shopping
AZKXSOE74UUIQ,Whats to say  
AZR8MBGGIDW7N,Gift Cards arrived quickly and were a big hit with my granddaughters
